qseqid,frequency
"Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, clone: rS43m_58",1
"Uncultured Burkholderiaceae bacterium clone em.846 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium gene for 16S rRNA, partial sequence, clone: HU5",1
"Escherichia coli strain 4 chromosome, complete genome",1
"Uncultured bacterium clone F5K2Q4C04I12TO 23S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone F5K2Q4C04JBI46 23S ribosomal RNA gene, partial sequence",3
"Uncultured bacterium clone leachfield16Sseq312 16S ribosomal RNA gene, partial sequence",2
Homo sapiens 12q22 BAC RPCI11-256L6 (Roswell Park Cancer Institute Human BAC Library) complete sequence,1
"Burkholderia contaminans strain toggle1 plasmid unnamed1, complete sequence",3
"Euglena sp. MI32 large subunit ribosomal RNA gene, partial sequence",1
"Planctomycete str. 658 23S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone nck330b11c1 16S ribosomal RNA gene, partial sequence",1
"Saccharomyces sp. IFO 11059 gene for 18S rRNA, partial sequence",1
"Fervidobacterium pennivorans DSM 9078, complete genome",1
"Ferruginibacter albus strain KIS38-8 chromosome, complete genome",1
"Uncultured beta proteobacterium clone serPool1i 16S ribosomal RNA gene, partial sequence",1
"Enterobacter sp. strain AYF2 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone RKtaTu2905 16S ribosomal RNA gene, partial sequence",1
"Pan troglodytes BAC clone CH251-56N14 from chromosome 1, complete sequence",1
"Uncultured bacterium clone FS2_SC_196 16S ribosomal RNA gene, partial sequence",1
"Uncultured eukaryote clone F5K2Q4C04I7A1I 28S ribosomal RNA gene, partial sequence",1
"Aquabacterium sp. strain S_WE.SI8.024 16S ribosomal RNA gene, partial sequence",4
"Citrobacter portucalensis strain K218 chromosome, complete genome",18
"Saccharomyces cerevisiae strain AZ123 large subunit ribosomal RNA gene, partial sequence",1
"Homo sapiens cDNA FLJ13350 fis, clone OVARC1002143",1
"MAG: Burkholderiaceae bacterium isolate SSC6 chromosome, complete genome",1
"Ralstonia solanacearum CMR15 chromosome, complete genome",1
"Bos taurus genome assembly, chromosome: 18",1
"Homo sapiens BAC clone CH17-64J14 from chromosome 5, complete sequence",4
"Uncultured bacterium clone F5K2Q4C04IOVGI 23S ribosomal RNA gene, partial sequence",1
"Escherichia coli strain 588888 chromosome, complete genome",1
"Uncultured bacterium clone BT20C03 16S ribosomal RNA gene, partial sequence",1
"Acinetobacter baumannii NIPH17_0019 DNA, complete genome",2
"Bosea sp. (in: a-proteobacteria) strain B17/10-m 16S ribosomal RNA gene, partial sequence",1
"Sphaerotilus sp. OT_B_418 16S ribosomal RNA gene, partial sequence",1
"Rhodoferax ferrireducens strain T118 23S ribosomal RNA gene, complete sequence",3
"Polynucleobacter corsicus strain AP-Melu-1000-A1 chromosome, complete genome",1
"Uncultured Burkholderiales bacterium genes for 16S ribosomal RNA, tRNA-Ile, tRNA-Ala, 23S ribosomal RNA, partial and complete sequence, clone: G12",1
"Burkholderia sp. B21-007 chromosome 1, complete sequence",1
Homo sapiens SNRPE pseudogene 4 (SNRPEP4) on chromosome 19,1
"Homo sapiens isolate BS37 mitochondrion, complete genome",1
"Paracoccus aminophilus strain DM-15 23S ribosomal RNA gene, complete sequence",1
"Uncultured bacterium clone SEAB1CA091 16S ribosomal RNA gene, partial sequence",1
"Uncultured fungus clone Y-1-7 18S ribosomal RNA gene, partial sequence",1
"Homo sapiens cDNA FLJ33033 fis, clone THYMU2000231",1
"Uncultured bacterium clone nbw439a04c1 16S ribosomal RNA gene, partial sequence",1
"Talaromyces pinophilus isolate MP5 small subunit ribosomal RNA gene, partial sequence",1
"Acinetobacter gandensis strain K1 16S ribosomal RNA gene, partial sequence",1
"Cronobacter sakazakii strain G2538 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone TC2C_R_139 16S ribosomal RNA gene, partial sequence",1
"Homo sapiens BAC clone RP11-524B5 from 4, complete sequence",1
Saccharomyces cerevisiae strain S288C-SK1-cross isolate tetrad 8 spore a chromosome IV,3
"Agrobacterium tumefaciens strain 1D1104 chromosome 2, complete sequence",3
"Escherichia coli isolate CNR65D6 genome assembly, chromosome: 1",6
"Homo sapiens clone ABC9_3_5_000043964000_E18 chromosome 22 sequence, complete sequence",1
"Homo sapiens chromosome 5 clone CTB-31E20, complete sequence",1
"Rhodobacter veldkampii gene for 23S ribosomal RNA, partial sequence",3
"Enterococcus faecium strain NMVRE-001 chromosome, complete genome",2
"Enterobacteria phage MS2 isolate 253E assembly protein (mat), coat protein (cp), lysis protein (lys), and replicase protein (rep) genes, complete cds",1
"Homo sapiens BAC clone RP11-148K1 from chromosome 7, complete sequence",1
"Homo sapiens BAC clone CH17-371F14 from chromosome 13, complete sequence",1
"Pachysolen tannophilus strain NRRL Y-2460 18S ribosomal RNA gene, partial sequence",1
"Escherichia coli strain 432298 chromosome, complete genome",1
"Geobacillus genomosp. 3 strain JF8 chromosome, complete sequence",1
"Homo sapiens FOSMID clone ABC12-46987300E12 from chromosome unknown, complete sequence",2
"Janthinobacterium sp. strain SB115 16S ribosomal RNA gene, partial sequence",1
"Clostridium histolyticum strain DSM 2158 23S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone F5K2Q4C04IXT3L 23S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone nck213e05c1 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone EV818SWSAP26 16S ribosomal RNA gene, partial sequence",1
"Uncultured Burkholderia sp. clone 23 16S ribosomal RNA gene, partial sequence",1
"Homo sapiens BAC clone CH17-132D16 from chromosome 11, complete sequence",1
"Rodentibacter haemolyticus strain DSM 111151 chromosome, complete genome",1
"Salmonella enterica subsp. enterica serovar Gallinarum strain 07Q015 chromosome, complete genome",1
"Dendrophthora domingensis 26S ribosomal RNA, partial sequence",1
"Candidatus Zinderia insecticola gene for 16S ribosomal RNA, partial sequence, strain: PBIC",1
"Saccharomyces cerevisiae strain WHH6 26S ribosomal RNA gene, partial sequence",1
"Bos taurus genome assembly, chromosome: 23",4
"Uncultured bacterium clone F5K2Q4C04I0FAW 16S ribosomal RNA gene, partial sequence",1
"Methylogaea oryzae E10 DNA, complete genome",1
"Uncultured bacteria clone 904_FAP.4636 16S ribosomal RNA gene, partial sequence",1
"Akashiwo sanguinea strain CCMP1837 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, and large subunit ribosomal RNA gene, complete sequence; and external transcribed spacer, partial sequence",1
Uncultured bacterium 59 genomic sequence,1
"Uncultured bacterium clone 105756 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone 16saw121-1b04 16S ribosomal RNA gene, partial sequence",1
"Planctomycete str. 139 23S ribosomal RNA gene, partial sequence",1
"Pan troglodytes BAC clone CH251-627I16 from chromosome 9, complete sequence",1
"Escherichia coli strain F16EC0278 plasmid pF16EC0278-3, complete sequence",2
"Homo sapiens peptidylprolyl cis/trans isomerase, NIMA-interacting 4 (PIN4), RefSeqGene on chromosome X",1
"Clostridium botulinum B1 str. Okra, complete genome",1
"Uncultured bacterium clone BSB0301-01 16S ribosomal RNA gene, partial sequence",1
uncultured Alphaproteobacteria partial 16S rRNA gene,2
"Uncultured bacterium partial 16S rRNA gene, clone A1_C6",1
"Spirochaeta africana strain Z-7692 23S ribosomal RNA gene, complete sequence",1
"Uncultured bacterium clone F5K2Q4C04INN04 23S ribosomal RNA gene, partial sequence",1
"Serratia marcescens SM39 DNA, complete genome",3
"Synthetic construct Homo sapiens clone ccsbBroadEn_15512 NPM1 gene, encodes complete protein",1
"Homo sapiens leucine rich repeat containing 37 member A2 (LRRC37A2), transcript variant 1, mRNA",1
"Uncultured bacterium clone L9::G9RA0RH03FQJYB 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone 8851g 16S ribosomal RNA gene, partial sequence",1
"Homo sapiens BAC clone RP11-67F3 from 4, complete sequence",1
"Uncultured bacterium clone EPSCon_0052 23S ribosomal RNA gene, partial sequence",2
"Homo sapiens BAC clone RP11-564H1 from 2, complete sequence",1
Homo sapiens clone LA14_101B3 sequence,2
"Burkholderia ambifaria strain B21-008 chromosome 3, complete sequence",1
Uncultured Shigella sp. clone VostokV6_rep_c104 genomic sequence,2
"Uncultured bacterium clone F5K2Q4C04IOCIU 23S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone 3F11B 23S ribosomal RNA gene, partial sequence",1
"Hyphomicrobium nitrativorans strain NL23 23S ribosomal RNA gene, complete sequence",2
"Escherichia coli strain 432297 chromosome, complete genome",1
"Prunus triloba isolate R17 chloroplast, complete genome",1
"Serratia marcescens strain ST212 16S ribosomal RNA gene, partial sequence",5
"Uncultured bacterium clone F1Q32TO06GUVHI 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone UAFB_TA_33_14 16S ribosomal RNA gene, partial sequence",1
"Blastomyces dermatitidis ER-3 28S ribosomal RNA (BDCG_18022), rRNA",1
"Homo sapiens chromosome 5 clone CTC-351M12, complete sequence",1
"PREDICTED: Macaca fascicularis glucosylceramidase beta (GBA), transcript variant X4, mRNA",1
"Cutibacterium acnes subsp. acnes strain NBRC 113869 chromosome, complete genome",1
"Escherichia coli strain CCFM8331 16S ribosomal RNA gene, partial sequence",1
"Alphaproteobacteria bacterium SO-S41 DNA, complete genome",1
"Uncultured bacterium clone 701147 16S ribosomal RNA gene, partial sequence; 16S-23S ribosomal RNA intergenic spacer, complete sequence; and 23S ribosomal RNA gene, partial sequence",1
"Gemmobacter fulva strain con5 chromosome, complete genome",3
"Uncultured bacterium clone Y1-18 16S ribosomal RNA gene, partial sequence",1
"Vibrio alginolyticus strain LHF01 chromosome 2, complete sequence",1
"Isoetes anamariae isolate ITV9696 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone YF719 16S ribosomal RNA gene, partial sequence",1
"MAG: Candidatus Kaiserbacteria bacterium isolate Damh_18-Q3-R51-60_MAXAC.235_fly chromosome, complete genome",1
"Rhodospirillum centenum strain SW 23S ribosomal RNA gene, complete sequence",1
"Neorhizobium galegae, complete genome",1
"Weissella confusa strain W.confusa 16S ribosomal RNA gene, partial sequence",4
Homo sapiens cDNA FLJ52998 complete cds,1
"PREDICTED: Leopardus geoffroyi nucleophosmin 1 (NPM1), transcript variant X3, mRNA",1
"Uncultured bacterium clone b51 16S ribosomal RNA gene, partial sequence",1
"Crinitomyces ghanaensis NRRL YB-1486 28S rRNA, partial sequence; from TYPE material",1
"Chryseobacterium sp. strain P6 16S ribosomal RNA gene, partial sequence",2
"Chelativorans sp. BNC1 strain BNC1 23S ribosomal RNA, complete sequence",1
"Lichenihabitans sp. PAMC28606 chromosome, complete genome",1
"Escherichia coli strain 595557 chromosome, complete genome",1
"Uncultured bacterium clone FS1_SC_073 16S ribosomal RNA gene, partial sequence",1
"Uncultured fungus clone nco89e11c1 18S ribosomal RNA gene, partial sequence",1
"Homo sapiens chromosome 10 clone RP11-96N16, complete sequence",2
"Uncultured bacterium clone AFYEL_aaj67c09 16S ribosomal RNA gene, partial sequence",1
Homo sapiens clone 88 satellite DXZ4 sequence,2
"MAG: Rhodospirillales bacterium isolate Fred_18-Q3-R57-64_MAXAC.396_cln chromosome, complete genome",1
"Arsenic-oxidizing bacterium B09 16S ribosomal RNA gene, partial sequence",1
"Burkholderia cepacia strain AKB15 16S ribosomal RNA gene, partial sequence",1
Escherichia coli strain RH-045-CS chromosome,1
"Uncultured bacterium clone F5K2Q4C04IAA91 23S ribosomal RNA gene, partial sequence",2
"Uncultured bacterium clone nck241g09c1 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone S25_995 16S ribosomal RNA gene, partial sequence",1
"MAG: Austwickia sp. isolate Fred_18-Q3-R57-64_BATAC.85v2 chromosome, complete genome",1
"PREDICTED: Macaca fascicularis keratin, type I cytoskeletal 18 (LOC123574677), mRNA",1
"Uncultured Flexibacteraceae bacterium clone LW9m-2-35 16S ribosomal RNA gene, partial sequence",1
Corynebacterium kroppenstedtii strain FDAARGOS_1193 chromosome,1
"PREDICTED: Telopea speciosissima 5S ribosomal RNA (LOC122644478), rRNA",2
"Ralstonia solanacearum strain C1 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone AMD-D26 16S ribosomal RNA gene, partial sequence",1
"Stenotrophomonas maltophilia strain CCB 1-2 16S ribosomal RNA gene, partial sequence",1
"Marinobacter sp. strain HNIBRBA833 16S ribosomal RNA gene, partial sequence",1
Uncultured bacterium AD243-H1 genomic sequence,1
"Uncultured endophytic bacterium partial 16S rRNA gene, clone Dkk3B02.M13-F",1
"MAG: Gammaproteobacteria bacterium isolate H1_AOB2 chromosome, complete genome",2
"Uncultured bacterium clone B28t1u42 16S ribosomal RNA gene, partial sequence",2
"Uncultured bacterium clone F776O8Q01A60BG 16S ribosomal RNA gene, partial sequence",1
"Euglena polymorpha partial 18S rRNA gene, strain SAG 1224-32",1
"Acinetobacter bereziniae strain GD0320 chromosome, complete genome",1
"PREDICTED: Mercenaria mercenaria large subunit ribosomal RNA (LOC123523277), rRNA",1
"Vibrio alginolyticus strain AIA.SA.19.1 16S ribosomal RNA gene, partial sequence",1
Uncultured bacterium HF0010_10C01 genomic sequence,1
"Uncultured beta proteobacterium clone SHNI641 16S ribosomal RNA gene, partial sequence",1
"Homo sapiens chromosome 1 clone RP11-335E6, complete sequence",1
E.coli Arg-tRNA-2,2
"Uncultured bacterium clone F5K2Q4C04JXZOR 23S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone GDIC2IK01DUPC6 16S ribosomal RNA gene, partial sequence",1
"Malus domestica genome assembly, chromosome: 16",1
"Homo sapiens BAC clone CH17-138H12 from chromosome 12, complete sequence",1
"Serratia ureilytica strain S24 chromosome, complete genome",1
"Homo sapiens chromosome unknown clone VMRC59-420E18, complete sequence",1
"Flectobacillus lacus strain JX9 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone 963 16S ribosomal RNA gene, partial sequence",1
"Homo sapiens supervillin (SVIL), RefSeqGene on chromosome 10",1
"PREDICTED: Aegilops tauschii subsp. strangulata 5S ribosomal RNA (LOC123496737), rRNA",1
"PREDICTED: Mangifera indica 28S ribosomal RNA (LOC123230246), rRNA",1
"Uncultured bacterium clone D75 16S ribosomal RNA gene, partial sequence",1
"Methylibium petroleiphilum PM1, complete genome",4
"Uncultured bacterium clone QKAC2ZE091 16S ribosomal RNA gene, partial sequence",2
"Calditerrivibrio nitroreducens strain Yu37-1 23S ribosomal RNA gene, complete sequence",1
"Homo sapiens heat shock protein family A (Hsp70) member 9 (HSPA9), RefSeqGene (LRG_1344) on chromosome 5; nuclear gene for mitochondrial product",1
"Uncultured bacterium clone F5K2Q4C04JOQJS 23S ribosomal RNA gene, partial sequence",2
"Homo sapiens chromosome 10 clone RP11-464O2, complete sequence",1
"Methylobacterium radiotolerans strain JCM 2831 23S ribosomal RNA gene, complete sequence",1
"Chitinophaga sp. MD30B chromosome, complete genome",1
Saccharomyces cerevisiae strain S288C-SK1-cross isolate tetrad 8 spore a chromosome V,3
"Homo sapiens BAC clone RP13-490C19 from 2, complete sequence",1
"Uncultured Rhizobiales bacterium clone AgutD11_4 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone EMIRGE_OTU_s4t2e_7232 16S ribosomal RNA gene, partial sequence",1
"Flavobacterium sp. CECT 9288 genome assembly, chromosome: 1",1
"Cloning vector CMV+ mScarlet-I with onboard mCitrine cassette, complete sequence",1
"Uncultured bacterium clone F5K2Q4C04IRG3U 23S ribosomal RNA gene, partial sequence",2
Saccharomyces cerevisiae strain S288C-SK1-cross isolate tetrad 8 spore a chromosome IX,1
"Uncultured bacterium clone OTU_1159 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone QKAB4ZE111 16S ribosomal RNA gene, partial sequence",2
"Snodgrassella alvi strain wkB2 23S ribosomal RNA gene, complete sequence",5
"Uncultured bacterium clone SanDiego_a6419 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone Y143 16S ribosomal RNA gene, partial sequence",1
"Homo sapiens HLA-DPA1 gene for MHC class 2 antigen, allele ""R03_0247810_DPA1_02_new""",1
"PREDICTED: Neomonachus schauinslandi U1 spliceosomal RNA (LOC123324251), ncRNA",1
"Mallomonas asmundae internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, and 28S large subunit ribosomal RNA gene, complete sequence",2
"Uncultured bacterium clone W17.004 16S ribosomal RNA gene, partial sequence",1
"Azorhizobium caulinodans strain ORS 571 23S ribosomal RNA gene, complete sequence",2
Aureobasidium melanogenum strain P16 chromosome 8,1
"Enterococcus faecalis strain E533 chromosome, complete genome",1
